"","id","Publication Year","Author","Title","Publication Title","DOI","Pages","Issue","Volume","abstract","Location","x","y","Context","Functional Groups","Time Frame value","Time Frame Units","Treatments/Factors","Growth","Treatment differences","Response Variables","Notes","Elevation","MAP","MAT","X_raw","Y_raw","bib"
"11",5,2009,"Wang, Weibo; Liu, Yongding; Li, Dunhai; Hu, Chunxiang; Rao, Benqiang","Feasibility of cyanobacterial inoculation for biological soil crusts formation in desert area","Soil Biology and Biochemistry","10.1016/j.soilbio.2008.07.001","926?929","5",41,"Practical testing of the feasibility of cyanobacterial inoculation to speed up the recovery of biological soil crusts in the field was conducted in this experiment. Results showed that cyanobacterial and algal cover climbed up to 48.5% and a total of 14 cyanobacterial and algal species were identified at the termination of inoculation experiment; biological crusts' thickness, compressive and chlorophyll a content increased with inoculation time among 3 years; moss species appeared in the second year; cyanobacterial inoculation increased organic carbon and total nitrogen of the soil; total salt, calcium carbonate and electrical conductivity in the soil also increased after inoculation. Diverse vascular plant communities composed of 10 and 9 species are established by cyanobacterial inoculation on the windward and leeward surface of the dunes, respectively, after 3 years. The Simpson index for the above two communities are 0.842 and 0.852, while the Shannon-Weiner index are 2.097 and 2.053, respectively. In conclusion, we suggest that cyanobacterial inoculation would be a suitable and effective technique to recover biological soil crusts, and may further restore the ecological system. (C) 2008 Published by Elsevier Ltd.","Inner Mongolia",109.85,40.35,"Field","Cyanobacteria",3,"Years","Inoculation","Positive","","Cover, Biomass (C), Chl a","Checkerboard experiment","","","","","","bib/wang_feasibility_2009.bib"
"12",68,1986,"St Clair, Larry L; Johansen, Jeffrey R; Webb, Bruce L","Rapid stabilization of fire-disturbed sites using a soil crust slurry: Inoculation studies.","Reclamation and revegetation Research","","261?269","4",4,"Field studies were conducted to evaluate the degree of algal establishment following 
inoculation of a fire-disturbed site with a soil crust slurry. Three treatments were applied to 
study plots:(1) soil crust slurry;(2) subsoil slurry;(3) distilled water. Six months following 
inoculation, green algae and diatoms were not significantly different between treatments. 
However, significantly greater numbers of blue~ green algae, which are primarily re-
sponsible for soil crust formation. were found in treated plots. Ultimately, isolation and batch culture of blue-green algal species may provide an alternate method for reclamation of small disturbed sites in arid rangelands","Mills, Utah",-112.294,39.397,"Field","Algae, Cyanobacteria",6,"Months","Inoculation Source","Positive","Inoculum Source","Cell counts","","","","","","","bib/NA.bib"
"13",54,2002,"Davidson, Diane W.; Bowker, Matthew; George, Dylan; Phillips, Susan L.; Belnap, Jayne","TREATMENT EFFECTS ON PERFORMANCE OF N-FIXING LICHENS IN DISTURBED SOIL CRUSTS OF THE COLORADO PLATEAU","Ecological Applications","10.1890/1051-0761(2002)012[1391:teopon]2.0.co;2","1391?1405","5",12,"Biological soil crusts arrest soil erosion and supply nitrogen to arid ecosys-
 tems. To understand their recovery from disturbance, we studied performances of Collema
 spp. lichens relative to four experimental treatments plus microtopography of soil pedicels,
 oriented north-northwest to south-southeast in crusts. At sites in Needles (NDLS) and Island
 in the Sky (ISKY) districts of Canyonlands National Park, lichens were transplanted to
 NNW, SSE, ENE, WSW, and TOP pedicel faces and exposed to a full-factorial, randomized
 block experiment with four treatments: nutrient addition (P and K), soil stabilization with
 polyacrylamide resin (PAM), added cyanobacterial fiber, and biweekly watering.
 After 14.5 mo (NDLS) and 24 mo (ISKY), both visual rankings of lichen condition and
 measures of chlorophyll fluorescence were generally higher at ISKY than on more fertile
 but less stable soils at NDLS. On ENE and NNW pedicel faces, both these values and
 nitrogenase activity (NDLS only) exceeded corresponding values on WSW and SSE faces.
 Treatment effects were site specific and largely negative at NDLS; both nutrient and cy-
 anobacterial addition led to poorer lichen condition, and added nutrients led to reduced
 fluorescence. Responses to nutrients may have been mediated partly by disturbance of
 unstable soils and by competition with cyanobacteria.
 In a separate experiment investigating recruitment responses to adding fungal spores
 or Nostoc cells, rates of Collema establishment responded significantly to the former but
 not the latter. Low establishment overall suggests that natural recruitment may occur mainly
 from iscidia or thallus fragments, not spores.
 Measured simultaneously on artificial soil pedicels at NDLS and ISKY, both deposition
 and erosion declined at NDLS across the four pedicel microaspects as: WSW > SSE >
 NNW > ENE (or ENE > NNW), during fall and spring trials. Patterns were similar at
 ISKY, but WSW - SSE for spring deposition, and deposition did not differ by microaspect
 in fall. Greater deposition at ISKY, despite higher abundance of cyanobacteria, may be
 explained by stronger wind velocities.
 Together, microtopographic differences in erosion, microclimate, and nutrient regimes
 help explain variable lichen performance, but microtopography influenced lichen perfor-
 mance more consistently than did any treatment. Demonstrated effects of pedicel devel-
 opment in crust recovery concur with prior surveys showing greatest microbial biomass
 and/or cover on ENE and NNW exposures at various spatial scales","Moab",-109.56,38.49,"Field","Lichen",2,"Years","Nutrients, Inoculum fragment type, Stabilizer, Watering, Fiber, Shading","Negative","Aspect","Chl Fluorescence, visual score, N fixation","","","","","","","bib/davidson_treatment_2002.bib"
"14",44,1993,"Belnap, Jayne","Recovery rates of cryptobiotic crusts: inoculant use and assessment methods","The Great Basin Naturalist","","89?95","",NA,"Recovery rates of cyanobacterial-lichen soil crusts from disturbance were examined. Plots were either undisturbed or scalped, and scalped plots were either inoculated with surrounding biological crust material or left to recover naturally. Natural recovery rates were found to be very slow. Inoculation significantly hastened recovery for the cynobacterial/green algal component, lichen cover, lichen species richness, and moss cover. Even with inoculation, however, lichen and moss recovery was minimal. Traditional techniques of assessing recovery visually were found to underestimate time for total recovery. Other techniques, such as extraction of chlorophyll a from surface soil and measurement of sheath material accumulation, were used and are discussed.","Moab",-109.56,38.49,"Field","Moss, Lichen, Cyanobacteria",5,"Years","inoculation","Positive","inoculation","Chl a, Cover","","","","","","","bib/belnap_recovery_1993.bib"
"15",7,2016,"Chiquoine, Lindsay P.; Abella, Scott R.; Bowker, Matthew A.","Rapidly restoring biological soil crusts and ecosystem functions in a severely disturbed desert ecosystem","Ecological Applications","10.1002/15-0973","1260?1272","4",26,"Restoring biological soil crusts (biocrusts) in degraded drylands can contribute to recovery of ecosystem functions that have global implications, including erosion resistance and nutrient cycling. To examine techniques for restoring biocrusts, we conducted a replicated, factorial experiment on recently abandoned road surfaces by applying biocrust inoculation (salvaged and stored dry for two years), salvaged topsoil, an abiotic soil amendment (wood shavings), and planting of a dominant perennial shrub (Ambrosia dumosa). Eighteen months after treatments, we measured biocrust abundance and species composition, soil chlorophyll a content and fertility, and soil resistance to erosion. Biocrust addition significantly accelerated biocrust recovery on disturbed soils, including increasing lichen and moss cover and cyanobacteria colonization. Compared to undisturbed controls, inoculated plots had similar lichen and moss composition, recovered 43% of total cyanobacteria density, had similar soil chlorophyll content, and exhibited recovery of soil fertility and soil stability. Inoculation was the only treatment that generated lichen and moss cover. Topsoil application resulted in partial recovery of the cyanobacteria community and soil properties. Compared to untreated disturbed plots, topsoil application without inoculum increased cyanobacteria density by 186% and moderately improved soil chlorophyll and ammonium content and soil stability. Topsoil application produced 22% and 51% of the cyanobacteria density g(-1) soil compared to undisturbed and inoculated plots, respectively. Plots not treated with either topsoil or inoculum had significantly lower cyanobacteria density, soil chlorophyll and ammonium concentrations, and significantly higher soil nitrate concentration. Wood shavings and Ambrosia had no influence on biocrust lichen and moss species recovery but did affect cyanobacteria composition and soil fertility. Inoculation of severely disturbed soil with native biocrusts rapidly restored biocrust communities and soil stability such that restored areas were similar to undisturbed desert within three years. Using salvaged biocrust as inoculum can be an effective tool in ecological restoration because of its efficacy and simple implementation. Although salvaging biocrust material can be technically difficult and potentially costly, utilizing opportunities to salvage material in planned future disturbance can provide additional land management tools.","Mojave Desert",-114.4885608,36.31190833,"Field","Moss, Lichen, Cyanobacteria",2,"Years","Organic amendments, Plants","Positive","Inoculum species, Organic amendments","Chl a, Mineralization, Fluorescence, Aggregate stability","","","140","","","","bib/chiquoine_rapidly_2016.bib"
"16",8,2013,"Lan, Shubin; Zhang, Qingyi; Wu, Li; Liu, Yongding; Zhang, Delu; Hu, Chunxiang","Artificially Accelerating the Reversal of Desertification: Cyanobacterial Inoculation Facilitates the Succession of Vegetation Communities","Environmental Science & Technology","10.1021/es403785j","307?315","1",48,"Desertification has been recognized as a global environmental problem, and one region experiencing ongoing desertification is the eastern edge of Qubqi Desert (Inner Mongolia). To investigate the facilitating effects of cyanobacterial inoculation technology on the desertification control along this steppe-desert transition region, artificial cyanobacterial crusts were constructed with two filamentous cyanobacteria 3 and 8 years ago combined with Salix planting. The results showed that no crusts formed after 3 years of fixation only with Salix planting, whereas after cyanobacterial inoculation, the crusts formed quickly and gradually succeed to moss crusts. During that course, topsoil environments were gradually improved, providing the necessary material basis for the regeneration of vascular plants. In this investigation, total 27 species of vascular plants had regenerated in the experimental region, mainly belonging to Asteraceae, Poaceae, Chenopodiaceae and Leguminosae. Using space time substitution, the dominant species along with the application of cyanobacterial inoculation technology succeeded from Agriophyllum squarrosum ultimately to Leymus chinensis. In addition, it was found that the shady side of the dunes is more conducive to crust development and succession of vegetation communities. Conclusively, our results indicate artificial cyanobacterial inoculation technology is an effective and desirable path for desertification control.","Qubqi Desert, Mongolia",109.85,40.35,"Field","Cyanobacteria",8,"Years","Plants","Positive","","Chl a, Biomass (C)","","1040","300","","","","bib/lan_artificially_2013.bib"
"17",9,2017,"Antoninka, Anita; Bowker, Matthew A.; Chuckran, Peter; Barger, Nichole N.; Reed, Sasha; Belnap, Jayne","Maximizing establishment and survivorship of field-collected and greenhouse-cultivated biocrusts in a semi-cold desert","Plant and Soil","10.1007/s11104-017-3300-3","213?225","2-Jan",429,"Aims Biological soil crusts (biocrusts) are soil-surface communities in drylands, dominated by cyanobacteria, mosses, and lichens. They provide key ecosystem functions by increasing soil stability and influencing soil hydrologic, nutrient, and carbon cycles. Because of this, methods to reestablish biocrusts in damaged drylands are needed. Here we test the reintroduction of field-collected vs. greenhouse-cultured biocrusts for rehabilitation.Methods We collected biocrusts for 1) direct reapplication, and 2) artificial cultivation under varying hydration regimes. We added field-collected and cultivated biocrusts (with and without hardening treatments) to bare field plots and monitored establishment.Results Both field-collected and cultivated cyanobacteria increased cover dramatically during the experimental period. Cultivated biocrusts established more rapidly than field-collected biocrusts, attaining similar to 82% cover in only one year, but addition of field-collected biocrusts led to higher species richness, biomass (as assessed by chlorophyll a) and level of development. Mosses and lichens did not establish well in either case, but late successional cover was affected by hardening and culture conditions.Conclusions This study provides further evidence that it is possible to culture biocrust components from later successional materials and reestablish cultured organisms in the field. However, more research is needed into effective reclamation techniques.","Salt Lake Desert",-113.5011778,41.10711111,"Field","Moss, Lichen, Cyanobacteria",2,"Years","Inoculum source","Negative","None","Cover, Biomass (C), Aggregate stability","minor difference from control","","","","","","bib/antoninka_maximizing_2017.bib"
"18",52,2017,"Chock, Taylor Mei Hop","Responses to Biocrust Restoration and the Role of Cyanobacterial Exopolysaccharides in Dryland Ecosystems","","","","",NA,"Biological soil crusts (biocrusts) are common to dryland ecosystems and can influence a broad suite of soil ecological functions including stability and surface hydrology. Due to long recovery times following disturbance, there is a clear need for rehabilitation strategies to enhance the recovery of biocrust communities. Essential to biocrust recovery are exopolysaccharides (EPS): secretions comprised mainly of high molecular weight polymers that protect cyanobacteria from harsh environmental conditions. We examined whether biocrust rehabilitation strategies (inoculation in combination with surface shading and artificial soil stabilization) promote EPS production. To test if responses varied by soil texture, we measured biocrust recovery on two fine-textured soil types (clay and sandy clay loam) in a cool desert ecosystem. Shade coupled with inoculum addition resulted in the highest biocrust recovery, especially on clay soils. Independent of rehabilitation strategies, natural recovery of biocrusts occurred more rapidly on clay soils, reflected by greater increases in chlorophyll a (chl a). Chl a, a proxy for cyanobacterial biomass, was correlated to EPS amounts, suggesting that cyanobacteria are significant contributors to EPS production in biocrust development. Despite the role of EPS in biocrust establishment, EPS amounts had negligible effects on soil stability due inherent properties of fine soil texture.","Salt Lake Desert (UTTR)",-113.5011778,41.10711111,"Field","Moss, Lichen, Cyanobacteria",3,"Years","Inoculum, Shading, Stabilizer","Mixed","","Chl a, EPS, Aggregate stability","No difference from control. Same as Antonika 2017","","","","","","bib/chock_responses_2017.bib"
"19",10,2017,"Bu, Chongfeng; Li, Ruxue; Wang, Chun; Bowker, Matthew A.","Successful field cultivation of moss biocrusts on disturbed soil surfaces in the short term","Plant and Soil","10.1007/s11104-017-3453-0","227?240","2-Jan",429,"Aims The artificial cultivation of biocrusts may represent a new low-cost and highly efficient solution to erosion control. However, establishment under varying field environmental conditions is understudied. We tested a variety of methods, arriving at a set of technical recommendations for rapid establishment of moss biocrusts on disturbed slopes, and the industrialization of this process.Methods In multiple field experiments, aimed at moss biocrust cultivation and establishment, we considered the following factors: nutrient solutions (control and weekly addition); water-retaining agent (control and addition); plant growth regulator (control and biweekly addition); shading (0, 50%, 70% and 90%); dispersal method (broadcast and spray application). In all cases, we initially inoculated soils with 700 g/m(2) of moss biocrust materials. We monitored dynamic changes of the coverage and density of moss biocrusts during the cultivation period, and their biomass at the end.Results We successfully cultured moss biocrusts in a field setting in as little as two months. Specifically, we found:(1) Regardless of the dispersal method, the nutrient solutions and some degree of shading both increased the coverage, plant density and biomass of moss biocrusts, whereas the water-retaining agent and plant growth regulator had little influence on these parameters. The shading treatments improved the survival rates of moss biocrusts, with the shade rating of 70% exhibiting the best performance. Further, the nutrient solutions had a more positive effect under shaded conditions. (2) The growth of mosses dispersed in the fall exceeded that of mosses dispersed in the summer. (3) Under both dispersal techniques, the maximal coverage of the moss biocrusts exceeded 90%, and the maximal plant density of moss biocrusts reached 120 stems/cm(2)under broadcast dispersal, and 150 stems/cm(2), under spray dispersal.Conclusions The rapid restoration of moss biocrusts can best be achieved by spray-dispersal or broadcast-dispersal, while also applying Hoagland solution to supply nutrients and maintaining soil moisture at 15-25%. Fall inoculation appears more likely to lead to better moss establishment, in fact, high moss mortality occurred in summer unless shading was used. We have some evidence, observational in fall, and experimental in summer, that moderate shading favors establishment. This technique could feasibly be up scaled and adopted to restore some ecological functions on various types of engineered disturbed surfaces. Over a longer period, the survivorship, succession and sustainability of artificial moss biocrusts should be explored specifically.","Shaanxi Province, China",108.1166667,34.33333333,"Field","Moss",1,"Months","Shading, Delivery Method, Delivery timing, Stabilizer","Positive","Nutrients, Shading, Delivery timing","Chl a, Cover, Fluorescence","","","635.1","12.9","","","bib/bu_successful_2017.bib"
"20",12,2017,"Park, Chan-Ho; Li, Xin Rong; Zhao, Yang; Jia, Rong Liang; Hur, Jae-Seoun","Rapid development of cyanobacterial crust in the field for combating desertification","PLOS ONE","10.1371/journal.pone.0179903","e0179903","6",12,"Desertification is currently a major concern, and vast regions have already been devastated
in the arid zones of many countries. Combined application of cyanobacteria with soil fixing
chemicals is a novel method of restoring desertified areas. Three cyanobacteria, Nostoc sp.
Vaucher ex Bornet & Flahault, Phormidium sp. Ku?tzing ex Gomont and Scytonema arcangeli
Bornet ex Flahault were isolated and tested in this study. Tacki-SprayTM (TKS7), which
consists of bio-polysaccharides and tackifiers, was used as a soil fixing agent. In addition,
superabsorbent polymer (SAP) was applied to the soil as a water-holding material and nutrient
supplement. Application of cyanobacteria with superabsorbent polymer and TKS7
(CST) remarkably improved macro-aggregate stability against water and erodibility against
wind after 12 months of inoculation when compared to the control soil. The mean weight
diameter and threshold friction velocity of the CST treated soil were found to be 75% and
88% of those of the approximately 20-year-old natural cyanobacterial crust (N-BSC), respectively,
while these values were 68% and 73% of those of the N-BSC soil after a single
treatment of cyanobacteria alone (CY). Interestingly, biological activities of CST were similar
to those of CY. Total carbohydrate contents, cyanobacterial biomass, microbial biomass,
soil respiration, carbon fixation and effective quantum yield of CST treated soil were enhanced
by 50?100% of the N-BSC, while those of control soil were negligible. Our results
suggest that combined application of cyanobacteria with soil fixing chemicals can rapidly
develop cyanobacterial crust formation in the field within 12 months. The physical properties
and biological activities of the inoculated cyanobacterial crust were stable during the study
period. The novel method presented herein serves as another approach for combating
desertification in arid regions.","Tengger Desert, China",104.6723611,37.42588889,"Field","Cyanobacteria",1,"Years","Stabilizer","Positive","Stabilizer","Chl a, Biomass (C), EPS, Aggregate stability, Respiration, C fixation, Threshold Friction Velocity","","","300","","","","bib/park_rapid_2017.bib"
"21",11,2002,"Hu, Chunxiang; Liu, Yongding; Song, Lirong; Zhang, Delu","Effect of desert soil algae on the stabilization of fine sands","Journal of Applied Phycology","10.1023/a:1021128530086","281?292","4",14,"Four filamentous cyanobacteria, Microcoleus vaginatus, Phormidium tenue, Scytonema javanicum (Kutz.) and Nostoc sp., and a single-celled green alga, Desmococcus olivaceus, all isolated from Shapotou (Ningxia Hui Autonomous Region of China), were batch cultured and inoculated onto unconsolidated sand in greenhouse and field experiments. Their ability to reduce wind erosion in sands was quantified by using a wind tunnel laboratory. The major factors related to cohesion of algal crusts, such as biomass, species, species combinations, bioactivity, niche, growth phase of algae, moisture, thickness of the crusts, dust accretion (including dust content and manner of dust added) and other cryptogams (lichens, fungi and mosses) were studied. The best of the five species were M. vaginatus and P. tenue, while the best mix was a blend of 80% M. vaginatus and 5% each of P. tenue, S. javanicum, Nostoc sp. and D. olivaceus. The threshold friction velocity was significantly increased by the presence of all of the cyanobacterial species, while the threshold impact velocity was notably increased only by the filamentous species. Thick crusts were less easily eroded than thin crusts, while biomass was more effective than thickness. Dust was incorporated best into Microcoleus crust when added in small amounts over time, and appeared to increase growth of the cyanobacterium as well as strengthen the cohesion of the crust. Microbial crust cohesion was mainly attributed to algal aggregation, while lichens, fungi and mosses affected more the soil structure and physico-chemical properties.","Tengger Desert, China",104.95,37.45,"Field","Cyanobacteria",1,"Years","Inoculum species","Negative","","Chl a, Compressive Strength","","1200","186 mm","9.6?¯C","","","bib/hu_effect_2002.bib"
